movieId,title,genres,clean_title,year,year_display,genres_list,genres_clean,user_tags,tmdbId,imdbId,avg_rating,vote_count,corpus
2929,Reds (1981),Drama|Romance,Reds,1981.0,(1981),"['Drama', 'Romance']",drama romance,,18254,82979,3.25,2,reds drama romance  1981
2930,Return with Honor (1998),Documentary,Return with Honor,1998.0,(1998),['Documentary'],documentary,,56235,176093,3.5,1,return with honor documentary  1998
2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,Time of the Gypsies (Dom za vesanje),1989.0,(1989),"['Comedy', 'Crime', 'Drama', 'Fantasy']",comedy crime drama fantasy,,20123,97223,4.17,3,time of the gypsies (dom za vesanje) comedy crime drama fantasy  1989
2932,Days of Heaven (1978),Drama,Days of Heaven,1978.0,(1978),['Drama'],drama,,16642,77405,3.67,3,days of heaven drama  1978
2935,"Lady Eve, The (1941)",Comedy|Romance,"Lady Eve, The",1941.0,(1941),"['Comedy', 'Romance']",comedy romance,gambling,3086,33804,4.0,8,"lady eve, the comedy romance gambling 1941"
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,Sullivan's Travels,1941.0,(1941),"['Adventure', 'Comedy', 'Romance']",adventure comedy romance,,16305,34240,4.0,7,sullivan's travels adventure comedy romance  1941
2937,"Palm Beach Story, The (1942)",Comedy,"Palm Beach Story, The",1942.0,(1942),['Comedy'],comedy,screwball,32255,35169,4.1,5,"palm beach story, the comedy screwball 1942"
2939,Niagara (1953),Drama|Thriller,Niagara,1953.0,(1953),"['Drama', 'Thriller']",drama thriller,in netflix queue,19997,46126,0.0,0,niagara drama thriller in netflix queue 1953
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,Gilda,1946.0,(1946),"['Drama', 'Film-Noir', 'Mystery', 'Romance']",drama filmnoir mystery romance,nightclub,3767,38559,4.0,6,gilda drama filmnoir mystery romance nightclub 1946
2941,South Pacific (1958),Musical|Romance|War,South Pacific,1958.0,(1958),"['Musical', 'Romance', 'War']",musical romance war,island,17352,52225,3.78,9,south pacific musical romance war island 1958
2942,Flashdance (1983),Drama|Romance,Flashdance,1983.0,(1983),"['Drama', 'Romance']",drama romance,,535,85549,2.88,16,flashdance drama romance  1983
2943,Indochine (1992),Drama|Romance,Indochine,1992.0,(1992),"['Drama', 'Romance']",drama romance,vietnam,2731,104507,4.17,3,indochine drama romance vietnam 1992
2944,"Dirty Dozen, The (1967)",Action|Drama|War,"Dirty Dozen, The",1967.0,(1967),"['Action', 'Drama', 'War']",action drama war,,1654,61578,3.97,32,"dirty dozen, the action drama war  1967"
2946,Help! (1965),Comedy|Musical,Help!,1965.0,(1965),"['Comedy', 'Musical']",comedy musical,,14831,59260,3.36,7,help! comedy musical  1965
2947,Goldfinger (1964),Action|Adventure|Thriller,Goldfinger,1964.0,(1964),"['Action', 'Adventure', 'Thriller']",action adventure thriller,,658,58150,3.84,53,goldfinger action adventure thriller  1964
2948,From Russia with Love (1963),Action|Adventure|Thriller,From Russia with Love,1963.0,(1963),"['Action', 'Adventure', 'Thriller']",action adventure thriller,,657,57076,3.75,36,from russia with love action adventure thriller  1963
2949,Dr. No (1962),Action|Adventure|Thriller,Dr. No,1962.0,(1962),"['Action', 'Adventure', 'Thriller']",action adventure thriller,,646,55928,3.71,33,dr. no action adventure thriller  1962
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,"Blue Lagoon, The",1980.0,(1980),"['Adventure', 'Drama', 'Romance']",adventure drama romance,,5689,80453,2.46,14,"blue lagoon, the adventure drama romance  1980"
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,"Fistful of Dollars, A (Per un pugno di dollari)",1964.0,(1964),"['Action', 'Western']",action western,bad,391,58461,3.94,39,"fistful of dollars, a (per un pugno di dollari) action western bad 1964"
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,Sydney (Hard Eight),1996.0,(1996),"['Crime', 'Drama', 'Thriller']",crime drama thriller,gambling,8052,119256,3.54,12,sydney (hard eight) crime drama thriller gambling 1996
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,Home Alone 2: Lost in New York,1992.0,(1992),"['Children', 'Comedy']",children comedy,family funny macaulay culkin sequel,772,104431,2.52,31,home alone 2: lost in new york children comedy family funny macaulay culkin sequel 1992
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,Someone to Watch Over Me,1987.0,(1987),"['Action', 'Crime', 'Thriller']",action crime thriller,,31650,94008,3.17,6,someone to watch over me action crime thriller  1987
2959,Fight Club (1999),Action|Crime|Drama|Thriller,Fight Club,1999.0,(1999),"['Action', 'Crime', 'Drama', 'Thriller']",action crime drama thriller,dark comedy psychology thought-provoking twist ending dark comedy violence action atmospheric based on a book brad pitt challenging chuck palahniuk classic clever complicated consumerism crime dark dark comedy david fincher disturbing double life edward norton fighting great acting helena bonham carter imaginary friend imdb top 250 mental illness mind-blowing mindfuck narrated nudity (topless) palahnuik philosophical philosophy postmodern powerful ending psychological psychological thriller psychology quirky satirical schizophrenia social commentary societal criticism stylized surreal terrorism thought-provoking twist twist ending violence violent,550,137523,4.27,218,fight club action crime drama thriller dark comedy psychology thought-provoking twist ending dark comedy violence action atmospheric based on a book brad pitt challenging chuck palahniuk classic clever complicated consumerism crime dark dark comedy david fincher disturbing double life edward norton fighting great acting helena bonham carter imaginary friend imdb top 250 mental illness mind-blowing mindfuck narrated nudity (topless) palahnuik philosophical philosophy postmodern powerful ending psychological psychological thriller psychology quirky satirical schizophrenia social commentary societal criticism stylized surreal terrorism thought-provoking twist twist ending violence violent 1999
2961,"Story of Us, The (1999)",Comedy|Drama,"Story of Us, The",1999.0,(1999),"['Comedy', 'Drama']",comedy drama,,12220,160916,2.4,5,"story of us, the comedy drama  1999"
2962,Fever Pitch (1997),Comedy|Romance,Fever Pitch,1997.0,(1997),"['Comedy', 'Romance']",comedy romance,,1610,119114,3.0,2,fever pitch comedy romance  1997
2964,Julien Donkey-Boy (1999),Drama,Julien Donkey-Boy,1999.0,(1999),['Drama'],drama,,42881,192194,1.0,1,julien donkey-boy drama  1999
2965,"Omega Code, The (1999)",Action,"Omega Code, The",1999.0,(1999),['Action'],action,,29064,203408,2.0,1,"omega code, the action  1999"
2966,"Straight Story, The (1999)",Adventure|Drama,"Straight Story, The",1999.0,(1999),"['Adventure', 'Drama']",adventure drama,brothers lawn mower,404,166896,3.93,14,"straight story, the adventure drama brothers lawn mower 1999"
2967,"Bad Seed, The (1956)",Drama|Thriller,"Bad Seed, The",1956.0,(1956),"['Drama', 'Thriller']",drama thriller,evil children,42196,48977,4.0,4,"bad seed, the drama thriller evil children 1956"
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,Time Bandits,1981.0,(1981),"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",adventure comedy fantasy scifi,time travel,36819,81633,3.73,41,time bandits adventure comedy fantasy scifi time travel 1981
2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,"Man and a Woman, A (Un homme et une femme)",1966.0,(1966),"['Drama', 'Romance']",drama romance,,42726,61138,5.0,1,"man and a woman, a (un homme et une femme) drama romance  1966"
2970,Fitzcarraldo (1982),Adventure|Drama,Fitzcarraldo,1982.0,(1982),"['Adventure', 'Drama']",adventure drama,,9343,83946,3.38,4,fitzcarraldo adventure drama  1982
2971,All That Jazz (1979),Drama|Fantasy|Musical,All That Jazz,1979.0,(1979),"['Drama', 'Fantasy', 'Musical']",drama fantasy musical,,16858,78754,4.08,6,all that jazz drama fantasy musical  1979
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,Red Sorghum (Hong gao liang),1987.0,(1987),"['Drama', 'War']",drama war,,42006,93206,5.0,1,red sorghum (hong gao liang) drama war  1987
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,Crimes and Misdemeanors,1989.0,(1989),"['Comedy', 'Crime', 'Drama']",comedy crime drama,,11562,97123,3.92,18,crimes and misdemeanors comedy crime drama  1989
2974,Bats (1999),Horror|Thriller,Bats,1999.0,(1999),"['Horror', 'Thriller']",horror thriller,,10496,200469,2.5,1,bats horror thriller  1999
2975,"Best Man, The (1999)",Comedy|Drama,"Best Man, The",1999.0,(1999),"['Comedy', 'Drama']",comedy drama,,16162,168501,3.0,1,"best man, the comedy drama  1999"
2976,Bringing Out the Dead (1999),Drama,Bringing Out the Dead,1999.0,(1999),['Drama'],drama,,8649,163988,3.42,6,bringing out the dead drama  1999
2977,Crazy in Alabama (1999),Comedy|Drama,Crazy in Alabama,1999.0,(1999),"['Comedy', 'Drama']",comedy drama,,31306,142201,3.0,2,crazy in alabama comedy drama  1999
2978,Three to Tango (1999),Comedy|Romance,Three to Tango,1999.0,(1999),"['Comedy', 'Romance']",comedy romance,,10563,144640,3.0,4,three to tango comedy romance  1999
2979,Body Shots (1999),Drama,Body Shots,1999.0,(1999),['Drama'],drama,,14484,172627,3.0,1,body shots drama  1999
2982,"Guardian, The (1990)",Horror|Thriller,"Guardian, The",1990.0,(1990),"['Horror', 'Thriller']",horror thriller,,32043,99710,2.0,1,"guardian, the horror thriller  1990"
2983,"Ipcress File, The (1965)",Thriller,"Ipcress File, The",1965.0,(1965),['Thriller'],thriller,,15247,59319,4.0,1,"ipcress file, the thriller  1965"
2984,On Any Sunday (1971),Documentary,On Any Sunday,1971.0,(1971),['Documentary'],documentary,,29251,67527,4.5,1,on any sunday documentary  1971
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,RoboCop,1987.0,(1987),"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",action crime drama scifi thriller,,5548,93870,3.37,70,robocop action crime drama scifi thriller  1987
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,RoboCop 2,1990.0,(1990),"['Action', 'Crime', 'Sci-Fi', 'Thriller']",action crime scifi thriller,,5549,100502,2.64,25,robocop 2 action crime scifi thriller  1990
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,Who Framed Roger Rabbit?,1988.0,(1988),"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime', 'Fantasy', 'Mystery']",adventure animation children comedy crime fantasy mystery,live action/animation,856,96438,3.57,97,who framed roger rabbit? adventure animation children comedy crime fantasy mystery live action/animation 1988
2988,Melvin and Howard (1980),Drama,Melvin and Howard,1980.0,(1980),['Drama'],drama,,38772,81150,4.0,3,melvin and howard drama  1980
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,For Your Eyes Only,1981.0,(1981),"['Action', 'Adventure', 'Thriller']",action adventure thriller,,699,82398,3.55,21,for your eyes only action adventure thriller  1981
2990,Licence to Kill (1989),Action|Adventure|Thriller,Licence to Kill,1989.0,(1989),"['Action', 'Adventure', 'Thriller']",action adventure thriller,,709,97742,3.32,20,licence to kill action adventure thriller  1989
2991,Live and Let Die (1973),Action|Adventure|Thriller,Live and Let Die,1973.0,(1973),"['Action', 'Adventure', 'Thriller']",action adventure thriller,,253,70328,3.7,23,live and let die action adventure thriller  1973
2992,Rawhead Rex (1986),Horror|Thriller,Rawhead Rex,1986.0,(1986),"['Horror', 'Thriller']",horror thriller,,13511,91829,3.5,1,rawhead rex horror thriller  1986
2993,Thunderball (1965),Action|Adventure|Thriller,Thunderball,1965.0,(1965),"['Action', 'Adventure', 'Thriller']",action adventure thriller,,660,59800,3.48,24,thunderball action adventure thriller  1965
2995,House on Haunted Hill (1999),Horror|Thriller,House on Haunted Hill,1999.0,(1999),"['Horror', 'Thriller']",horror thriller,,11377,185371,2.43,14,house on haunted hill horror thriller  1999
2996,Music of the Heart (1999),Drama,Music of the Heart,1999.0,(1999),['Drama'],drama,,26149,166943,3.12,4,music of the heart drama  1999
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,Being John Malkovich,1999.0,(1999),"['Comedy', 'Drama', 'Fantasy']",comedy drama fantasy,,492,120601,3.95,99,being john malkovich comedy drama fantasy  1999
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,Princess Mononoke (Mononoke-hime),1997.0,(1997),"['Action', 'Adventure', 'Animation', 'Drama', 'Fantasy']",action adventure animation drama fantasy,anime adventure atmospheric fantasy world studio ghibli surreal,128,119698,3.96,48,princess mononoke (mononoke-hime) action adventure animation drama fantasy anime adventure atmospheric fantasy world studio ghibli surreal 1997
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,My Best Fiend (Mein liebster Feind),1999.0,(1999),['Documentary'],documentary,,8672,200849,4.0,1,my best fiend (mein liebster feind) documentary  1999
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,Train of Life (Train de vie),1998.0,(1998),"['Comedy', 'Drama', 'Romance', 'War']",comedy drama romance war,,8056,170705,4.5,2,train of life (train de vie) comedy drama romance war  1998
3004,"Bachelor, The (1999)",Comedy|Romance,"Bachelor, The",1999.0,(1999),"['Comedy', 'Romance']",comedy romance,,2020,120596,2.55,11,"bachelor, the comedy romance  1999"
3005,"Bone Collector, The (1999)",Thriller,"Bone Collector, The",1999.0,(1999),['Thriller'],thriller,,9481,145681,2.84,25,"bone collector, the thriller  1999"
3006,"Insider, The (1999)",Drama|Thriller,"Insider, The",1999.0,(1999),"['Drama', 'Thriller']",drama thriller,tobacco true story,9008,140352,3.74,31,"insider, the drama thriller tobacco true story 1999"
3007,American Movie (1999),Documentary,American Movie,1999.0,(1999),['Documentary'],documentary,in netflix queue,14242,181288,3.75,6,american movie documentary in netflix queue 1999
3008,Last Night (1998),Drama|Sci-Fi,Last Night,1998.0,(1998),"['Drama', 'Sci-Fi']",drama scifi,,16129,156729,4.0,1,last night drama scifi  1998
3010,Rosetta (1999),Drama,Rosetta,1999.0,(1999),['Drama'],drama,,11489,200071,4.0,1,rosetta drama  1999
3011,"They Shoot Horses, Don't They? (1969)",Drama,"They Shoot Horses, Don't They?",1969.0,(1969),['Drama'],drama,dance marathon,28145,65088,3.25,4,"they shoot horses, don't they? drama dance marathon 1969"
3013,Bride of Re-Animator (1990),Comedy|Horror,Bride of Re-Animator,1990.0,(1990),"['Comedy', 'Horror']",comedy horror,,18111,99180,4.0,1,bride of re-animator comedy horror  1990
3014,Bustin' Loose (1981),Comedy,Bustin' Loose,1981.0,(1981),['Comedy'],comedy,,31361,82121,2.0,1,bustin' loose comedy  1981
3015,Coma (1978),Thriller,Coma,1978.0,(1978),['Thriller'],thriller,,11223,77355,3.67,3,coma thriller  1978
3016,Creepshow (1982),Horror,Creepshow,1982.0,(1982),['Horror'],horror,,16281,83767,3.07,14,creepshow horror  1982
3017,Creepshow 2 (1987),Horror,Creepshow 2,1987.0,(1987),['Horror'],horror,,16288,92796,3.0,4,creepshow 2 horror  1987
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,Re-Animator,1985.0,(1985),"['Comedy', 'Horror', 'Sci-Fi']",comedy horror scifi,,1694,89885,3.45,10,re-animator comedy horror scifi  1985
3019,Drugstore Cowboy (1989),Crime|Drama,Drugstore Cowboy,1989.0,(1989),"['Crime', 'Drama']",crime drama,,476,97240,4.15,10,drugstore cowboy crime drama  1989
3020,Falling Down (1993),Action|Drama,Falling Down,1993.0,(1993),"['Action', 'Drama']",action drama,,37094,106856,3.53,17,falling down action drama  1993
3021,"Funhouse, The (1981)",Horror,"Funhouse, The",1981.0,(1981),['Horror'],horror,,13555,82427,2.0,1,"funhouse, the horror  1981"
3022,"General, The (1926)",Comedy|War,"General, The",1926.0,(1926),"['Comedy', 'War']",comedy war,,961,17925,4.0,9,"general, the comedy war  1926"
3024,Piranha (1978),Horror|Sci-Fi,Piranha,1978.0,(1978),"['Horror', 'Sci-Fi']",horror scifi,,24831,78087,2.64,7,piranha horror scifi  1978
3028,"Taming of the Shrew, The (1967)",Comedy,"Taming of the Shrew, The",1967.0,(1967),['Comedy'],comedy,shakespeare,25560,61407,2.5,2,"taming of the shrew, the comedy shakespeare 1967"
3029,Nighthawks (1981),Action|Drama,Nighthawks,1981.0,(1981),"['Action', 'Drama']",action drama,,21610,82817,3.25,6,nighthawks action drama  1981
3030,Yojimbo (1961),Action|Adventure,Yojimbo,1961.0,(1961),"['Action', 'Adventure']",action adventure,samurai,11878,55630,4.23,13,yojimbo action adventure samurai 1961
3031,Repossessed (1990),Comedy,Repossessed,1990.0,(1990),['Comedy'],comedy,,11510,100475,2.38,4,repossessed comedy  1990
3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,"Omega Man, The",1971.0,(1971),"['Action', 'Drama', 'Sci-Fi', 'Thriller']",action drama scifi thriller,,11234,67525,3.67,6,"omega man, the action drama scifi thriller  1971"
3033,Spaceballs (1987),Comedy|Sci-Fi,Spaceballs,1987.0,(1987),"['Comedy', 'Sci-Fi']",comedy scifi,,957,94012,3.48,59,spaceballs comedy scifi  1987
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,Robin Hood,1973.0,(1973),"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",adventure animation children comedy musical,,11886,70608,3.51,36,robin hood adventure animation children comedy musical  1973
3035,Mister Roberts (1955),Comedy|Drama|War,Mister Roberts,1955.0,(1955),"['Comedy', 'Drama', 'War']",comedy drama war,,37853,48380,3.82,11,mister roberts comedy drama war  1955
3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,"Quest for Fire (Guerre du feu, La)",1981.0,(1981),"['Adventure', 'Drama']",adventure drama,,62204,82484,3.79,7,"quest for fire (guerre du feu, la) adventure drama  1981"
3037,Little Big Man (1970),Western,Little Big Man,1970.0,(1970),['Western'],western,,11040,65988,4.15,24,little big man western  1970
3038,"Face in the Crowd, A (1957)",Drama,"Face in the Crowd, A",1957.0,(1957),['Drama'],drama,,21849,50371,4.2,5,"face in the crowd, a drama  1957"
3039,Trading Places (1983),Comedy,Trading Places,1983.0,(1983),['Comedy'],comedy,class dan aykroyd,1621,86465,3.73,39,trading places comedy class dan aykroyd 1983
3040,Meatballs (1979),Comedy,Meatballs,1979.0,(1979),['Comedy'],comedy,camp,14035,79540,3.22,9,meatballs comedy camp 1979
3041,Meatballs Part II (1984),Comedy,Meatballs Part II,1984.0,(1984),['Comedy'],comedy,,40771,87700,2.08,6,meatballs part ii comedy  1984
3042,Meatballs III (1987),Comedy,Meatballs III,1987.0,(1987),['Comedy'],comedy,,40772,93516,2.5,2,meatballs iii comedy  1987
3043,Meatballs 4 (1992),Comedy,Meatballs 4,1992.0,(1992),['Comedy'],comedy,,40773,104837,1.0,1,meatballs 4 comedy  1992
3044,Dead Again (1991),Mystery|Romance|Thriller,Dead Again,1991.0,(1991),"['Mystery', 'Romance', 'Thriller']",mystery romance thriller,memory music,11498,101669,3.77,13,dead again mystery romance thriller memory music 1991
3045,Peter's Friends (1992),Comedy|Drama,Peter's Friends,1992.0,(1992),"['Comedy', 'Drama']",comedy drama,,11790,105130,3.6,5,peter's friends comedy drama  1992
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,"Incredibly True Adventure of Two Girls in Love, The",1995.0,(1995),"['Comedy', 'Romance']",comedy romance,,29371,113416,4.5,2,"incredibly true adventure of two girls in love, the comedy romance  1995"
3048,Under the Rainbow (1981),Comedy,Under the Rainbow,1981.0,(1981),['Comedy'],comedy,,47941,83254,2.0,3,under the rainbow comedy  1981
3051,Anywhere But Here (1999),Comedy|Drama,Anywhere But Here,1999.0,(1999),"['Comedy', 'Drama']",comedy drama,,21349,149691,2.5,3,anywhere but here comedy drama  1999
3052,Dogma (1999),Adventure|Comedy|Fantasy,Dogma,1999.0,(1999),"['Adventure', 'Comedy', 'Fantasy']",adventure comedy fantasy,irreverent jay and silent bob kevin smith satire religion,1832,120655,3.65,79,dogma adventure comedy fantasy irreverent jay and silent bob kevin smith satire religion 1999
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,"Messenger: The Story of Joan of Arc, The",1999.0,(1999),"['Drama', 'War']",drama war,,10047,151137,3.91,11,"messenger: the story of joan of arc, the drama war  1999"
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,Pokémon: The First Movie,1998.0,(1998),"['Adventure', 'Animation', 'Children', 'Fantasy', 'Sci-Fi']",adventure animation children fantasy scifi,,10228,190641,2.31,8,pokémon: the first movie adventure animation children fantasy scifi  1998
3055,Felicia's Journey (1999),Thriller,Felicia's Journey,1999.0,(1999),['Thriller'],thriller,,47692,165773,3.33,3,felicia's journey thriller  1999
3056,Oxygen (1999),Crime|Drama|Thriller,Oxygen,1999.0,(1999),"['Crime', 'Drama', 'Thriller']",crime drama thriller,,18561,160620,4.0,1,oxygen crime drama thriller  1999
3057,Where's Marlowe? (1998),Comedy,Where's Marlowe?,1998.0,(1998),['Comedy'],comedy,,144953,118150,4.0,1,where's marlowe? comedy  1998
3060,"Commitments, The (1991)",Comedy|Drama|Musical,"Commitments, The",1991.0,(1991),"['Comedy', 'Drama', 'Musical']",comedy drama musical,in netflix queue,11663,101605,3.87,15,"commitments, the comedy drama musical in netflix queue 1991"
3061,Holiday Inn (1942),Comedy|Musical,Holiday Inn,1942.0,(1942),"['Comedy', 'Musical']",comedy musical,,13485,34862,3.62,8,holiday inn comedy musical  1942
3062,"Longest Day, The (1962)",Action|Drama|War,"Longest Day, The",1962.0,(1962),"['Action', 'Drama', 'War']",action drama war,,9289,56197,4.0,11,"longest day, the action drama war  1962"
3063,Poison Ivy (1992),Drama|Thriller,Poison Ivy,1992.0,(1992),"['Drama', 'Thriller']",drama thriller,,9264,105156,2.17,6,poison ivy drama thriller  1992
3064,Poison Ivy: New Seduction (1997),Drama|Thriller,Poison Ivy: New Seduction,1997.0,(1997),"['Drama', 'Thriller']",drama thriller,,18222,119908,2.33,3,poison ivy: new seduction drama thriller  1997
3066,Tora! Tora! Tora! (1970),Action|Drama|War,Tora! Tora! Tora!,1970.0,(1970),"['Action', 'Drama', 'War']",action drama war,,11165,66473,3.93,7,tora! tora! tora! action drama war  1970
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),1988.0,(1988),"['Comedy', 'Drama']",comedy drama,,4203,95675,3.55,10,women on the verge of a nervous breakdown (mujeres al borde de un ataque de nervios) comedy drama  1988
3068,"Verdict, The (1982)",Drama|Mystery,"Verdict, The",1982.0,(1982),"['Drama', 'Mystery']",drama mystery,,24226,84855,4.36,7,"verdict, the drama mystery  1982"
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984.0,(1984),"['Adventure', 'Comedy', 'Sci-Fi']",adventure comedy scifi,,11379,86856,3.55,21,"adventures of buckaroo banzai across the 8th dimension, the adventure comedy scifi  1984"
3071,Stand and Deliver (1988),Comedy|Drama,Stand and Deliver,1988.0,(1988),"['Comedy', 'Drama']",comedy drama,high school,29154,94027,3.5,9,stand and deliver comedy drama high school 1988
3072,Moonstruck (1987),Comedy|Romance,Moonstruck,1987.0,(1987),"['Comedy', 'Romance']",comedy romance,new york,2039,93565,3.56,27,moonstruck comedy romance new york 1987
3073,"Sandpiper, The (1965)",Drama|Romance,"Sandpiper, The",1965.0,(1965),"['Drama', 'Romance']",drama romance,,77915,59674,5.0,1,"sandpiper, the drama romance  1965"
3074,Jeremiah Johnson (1972),Western,Jeremiah Johnson,1972.0,(1972),['Western'],western,,11943,68762,4.25,4,jeremiah johnson western  1972
3075,Repulsion (1965),Drama|Horror,Repulsion,1965.0,(1965),"['Drama', 'Horror']",drama horror,,11481,59646,4.17,3,repulsion drama horror  1965
3076,Irma la Douce (1963),Comedy,Irma la Douce,1963.0,(1963),['Comedy'],comedy,,2690,57187,3.62,4,irma la douce comedy  1963
3077,42 Up (1998),Documentary,42 Up,1998.0,(1998),['Documentary'],documentary,in netflix queue up series,20565,164312,4.0,2,42 up documentary in netflix queue up series 1998
3078,Liberty Heights (1999),Drama,Liberty Heights,1999.0,(1999),['Drama'],drama,,27141,165859,4.0,2,liberty heights drama  1999
3079,Mansfield Park (1999),Comedy|Drama|Romance,Mansfield Park,1999.0,(1999),"['Comedy', 'Drama', 'Romance']",comedy drama romance,,10399,178737,3.08,6,mansfield park comedy drama romance  1999
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,Sleepy Hollow,1999.0,(1999),"['Fantasy', 'Horror', 'Mystery', 'Romance']",fantasy horror mystery romance,ichabod crane,2668,162661,3.48,62,sleepy hollow fantasy horror mystery romance ichabod crane 1999
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,"World Is Not Enough, The",1999.0,(1999),"['Action', 'Adventure', 'Thriller']",action adventure thriller,,36643,143145,3.33,39,"world is not enough, the action adventure thriller  1999"
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,All About My Mother (Todo sobre mi madre),1999.0,(1999),['Drama'],drama,,99,185125,4.16,19,all about my mother (todo sobre mi madre) drama  1999
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,Babes in Toyland,1934.0,(1934),"['Children', 'Comedy', 'Fantasy', 'Musical']",children comedy fantasy musical,,25898,24852,5.0,1,babes in toyland children comedy fantasy musical  1934
3087,Scrooged (1988),Comedy|Fantasy|Romance,Scrooged,1988.0,(1988),"['Comedy', 'Fantasy', 'Romance']",comedy fantasy romance,christmas new york,9647,96061,3.17,24,scrooged comedy fantasy romance christmas new york 1988
3088,Harvey (1950),Comedy|Fantasy,Harvey,1950.0,(1950),"['Comedy', 'Fantasy']",comedy fantasy,,11787,42546,3.83,12,harvey comedy fantasy  1950
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),1948.0,(1948),['Drama'],drama,,5156,40522,4.12,16,bicycle thieves (a.k.a. the bicycle thief) (a.k.a. the bicycle thieves) (ladri di biciclette) drama  1948
3090,Matewan (1987),Drama,Matewan,1987.0,(1987),['Drama'],drama,,24276,93509,4.17,6,matewan drama  1987
3091,Kagemusha (1980),Drama|War,Kagemusha,1980.0,(1980),"['Drama', 'War']",drama war,,11953,80979,4.12,4,kagemusha drama war  1980
3093,McCabe & Mrs. Miller (1971),Drama|Western,McCabe & Mrs. Miller,1971.0,(1971),"['Drama', 'Western']",drama western,,29005,67411,3.75,4,mccabe & mrs. miller drama western  1971
3094,Maurice (1987),Drama|Romance,Maurice,1987.0,(1987),"['Drama', 'Romance']",drama romance,,26371,93512,4.0,2,maurice drama romance  1987
3095,"Grapes of Wrath, The (1940)",Drama,"Grapes of Wrath, The",1940.0,(1940),['Drama'],drama,depression dust bowl,596,32551,4.11,9,"grapes of wrath, the drama depression dust bowl 1940"
3096,My Man Godfrey (1957),Comedy,My Man Godfrey,1957.0,(1957),['Comedy'],comedy,,52470,50738,5.0,1,my man godfrey comedy  1957
3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,"Shop Around the Corner, The",1940.0,(1940),"['Comedy', 'Drama', 'Romance']",comedy drama romance,remade,20334,33045,3.67,3,"shop around the corner, the comedy drama romance remade 1940"
3098,"Natural, The (1984)",Drama,"Natural, The",1984.0,(1984),['Drama'],drama,baseball sports,11393,87781,3.65,24,"natural, the drama baseball sports 1984"
3099,Shampoo (1975),Comedy|Drama|Romance,Shampoo,1975.0,(1975),"['Comedy', 'Drama', 'Romance']",comedy drama romance,,31121,73692,3.07,7,shampoo comedy drama romance  1975
3100,"River Runs Through It, A (1992)",Drama,"River Runs Through It, A",1992.0,(1992),['Drama'],drama,,293,105265,3.93,22,"river runs through it, a drama  1992"
